COLLECZIP,FIPSCOUNTY,TRAPTYPE,POOLSIZE,GENDER,TESTTYPE,RESULTTYPE,POSITIVE,LOGITUDE,LATITUDE,GENUS,WEEK_NEW,COLLECYEAR,CTY_WK_YEA,COLLECSAMP,COLLECDATE,Pool_ID,H1500W11,H1500W19,H1500W10,H1500W11,H1500W11,H1500W11,H1500W14,H1500W15,H1500W16,H1500W17,H1500W19,H1000W11,H1000W17,H1000W19,H1000W10,H1000W11,H1000W11,H1000W11,H1000W14,H1000W15,H1000W16,H1000W17,H1000W18,H1000W19,H1000W40
60302,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.791439,41.904726,Culex,26,2006,COOK_26_2006,dv179,6/25/06,PID067497,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
60302,COOK,GRAVID TRAP,13,Female,PCRWNV,NEGATIVE,0,-87.791439,41.904726,Culex,26,2006,COOK_26_2006,dv180,6/25/06,PID067500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
60302,COOK,GRAVID TRAP,12,Female,PCRWNV,NEGATIVE,0,-87.791439,41.904726,Culex,22,2006,COOK_22_2006,dv20,5/29/06,PID067562,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
60302,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.791439,41.904726,Culex,26,2006,COOK_26_2006,dv232,6/27/06,PID067645,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
60302,COOK,GRAVID TRAP,51,Female,PCRWNV,NEGATIVE,0,-87.791439,41.904726,Culex,27,2006,COOK_27_2006,dv286,7/2/06,PID067735,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
60302,COOK,GRAVID TRAP,37,Female,PCRWNV,NEGATIVE,0,-87.791439,41.904726,Culex,28,2006,COOK_28_2006,dv350,7/9/06,PID067836,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
60302,COOK,GRAVID TRAP,47,Female,PCRWNV,NEGATIVE,0,-87.791439,41.904726,Culex,29,2006,COOK_29_2006,dv407,7/16/06,PID067941,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
60302,COOK,GRAVID TRAP,17,Female,PCRWNV,NEGATIVE,0,-87.791439,41.904726,Culex,23,2006,COOK_23_2006,dv41,6/4/06,PID067944,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
60302,COOK,GRAVID TRAP,21,Female,PCRWNV,NEGATIVE,0,-87.791439,41.904726,Culex,24,2006,COOK_24_2006,dv67,6/11/06,PID068318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
60139,DUPAGE,GRAVID TRAP,27,Female,VECWNV,POSITIVE,1,-88.087104,41.904848,Culex,36,2006,DUPAGE_36_2006,1145,9/7/06,PID043266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
60139,DUPAGE,GRAVID TRAP,15,Female,VECWNV,NEGATIVE,0,-88.087104,41.904848,Culex,37,2006,DUPAGE_37_2006,1165,9/11/06,PID043274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
60139,DUPAGE,GRAVID TRAP,33,Female,VECWNV,POSITIVE,1,-88.087104,41.904848,Culex,37,2006,DUPAGE_37_2006,1188,9/14/06,PID043279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
60139,DUPAGE,GRAVID TRAP,27,Female,VECWNV,POSITIVE,1,-88.087104,41.904848,Culex,38,2006,DUPAGE_38_2006,1211,9/18/06,PID043281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
60139,DUPAGE,GRAVID TRAP,15,Female,VECWNV,NEGATIVE,0,-88.087104,41.904848,Culex,38,2006,DUPAGE_38_2006,1238,9/21/06,PID043290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
60139,DUPAGE,GRAVID TRAP,35,Female,VECWNV,NEGATIVE,0,-88.087104,41.904848,Culex,22,2006,DUPAGE_22_2006,169,5/30/06,PID043379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
60139,DUPAGE,GRAVID TRAP,34,Female,VECWNV,NEGATIVE,0,-88.087104,41.904848,Culex,22,2006,DUPAGE_22_2006,170,5/30/06,PID043380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
60139,DUPAGE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.087104,41.904848,Culex,22,2006,DUPAGE_22_2006,239,6/1/06,PID043414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
60139,DUPAGE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.087104,41.904848,Culex,22,2006,DUPAGE_22_2006,240,6/1/06,PID043415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
60139,DUPAGE,GRAVID TRAP,24,Female,VECWNV,NEGATIVE,0,-88.087104,41.904848,Culex,23,2006,DUPAGE_23_2006,288,6/5/06,PID043422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
60139,DUPAGE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.087104,41.904848,Culex,23,2006,DUPAGE_23_2006,332,6/8/06,PID043437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
60139,DUPAGE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.087104,41.904848,Culex,23,2006,DUPAGE_23_2006,333,6/8/06,PID043438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
60139,DUPAGE,GRAVID TRAP,26,Female,VECWNV,NEGATIVE,0,-88.087104,41.904848,Culex,24,2006,DUPAGE_24_2006,371,6/12/06,PID043445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
60139,DUPAGE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.087104,41.904848,Culex,24,2006,DUPAGE_24_2006,391,6/15/06,PID043450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
60139,DUPAGE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.087104,41.904848,Culex,24,2006,DUPAGE_24_2006,392,6/15/06,PID043451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
60139,DUPAGE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.087104,41.904848,Culex,25,2006,DUPAGE_25_2006,425,6/19/06,PID043479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
60139,DUPAGE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.087104,41.904848,Culex,25,2006,DUPAGE_25_2006,426,6/19/06,PID043480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
60139,DUPAGE,GRAVID TRAP,24,Female,VECWNV,NEGATIVE,0,-88.087104,41.904848,Culex,26,2006,DUPAGE_26_2006,481,6/26/06,PID043492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
60139,DUPAGE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.087104,41.904848,Culex,26,2006,DUPAGE_26_2006,509,6/29/06,PID043525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
60139,DUPAGE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.087104,41.904848,Culex,26,2006,DUPAGE_26_2006,510,6/29/06,PID043526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
60139,DUPAGE,GRAVID TRAP,15,Female,VECWNV,NEGATIVE,0,-88.087104,41.904848,Culex,27,2006,DUPAGE_27_2006,545,7/3/06,PID043534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
60139,DUPAGE,GRAVID TRAP,27,Female,VECWNV,NEGATIVE,0,-88.087104,41.904848,Culex,28,2006,DUPAGE_28_2006,604,7/10/06,PID043563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
60139,DUPAGE,GRAVID TRAP,22,Female,VECWNV,NEGATIVE,0,-88.087104,41.904848,Culex,28,2006,DUPAGE_28_2006,639,7/13/06,PID043566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
60139,DUPAGE,GRAVID TRAP,24,Female,VECWNV,POSITIVE,1,-88.087104,41.904848,Culex,29,2006,DUPAGE_29_2006,688,7/17/06,PID043572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
60139,DUPAGE,GRAVID TRAP,32,Female,VECWNV,POSITIVE,1,-88.087104,41.904848,Culex,30,2006,DUPAGE_30_2006,763,7/27/06,PID043603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
60139,DUPAGE,GRAVID TRAP,25,Female,VECWNV,POSITIVE,1,-88.087104,41.904848,Culex,31,2006,DUPAGE_31_2006,810,7/31/06,PID043624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
60139,DUPAGE,GRAVID TRAP,50,Female,VECWNV,POSITIVE,1,-88.087104,41.904848,Culex,31,2006,DUPAGE_31_2006,845,8/3/06,PID043635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
60139,DUPAGE,GRAVID TRAP,22,Female,VECWNV,NEGATIVE,0,-88.087104,41.904848,Culex,31,2006,DUPAGE_31_2006,846,8/3/06,PID043637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
60139,DUPAGE,GRAVID TRAP,15,Female,VECWNV,NEGATIVE,0,-88.087104,41.904848,Culex,32,2006,DUPAGE_32_2006,894,8/7/06,PID043643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
60139,DUPAGE,GRAVID TRAP,44,Female,PCRWNV,POSITIVE,1,-88.06032,41.90517,Culex,26,2006,DUPAGE_26_2006,400-0198,6/29/06,PID043456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
60139,DUPAGE,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.06032,41.90517,Culex,29,2006,DUPAGE_29_2006,400-0443,7/18/06,PID043460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
60139,DUPAGE,GRAVID TRAP,41,Female,PCRWNV,POSITIVE,1,-88.06032,41.90517,Culex,29,2006,DUPAGE_29_2006,400-0445,7/18/06,PID043462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
60139,DUPAGE,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.06032,41.90517,Culex,31,2006,DUPAGE_31_2006,400-0606,8/1/06,PID043464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
60139,DUPAGE,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.06032,41.90517,Culex,31,2006,DUPAGE_31_2006,400-0607,8/1/06,PID043465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
60139,DUPAGE,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.06032,41.90517,Culex,31,2006,DUPAGE_31_2006,400-0608,8/1/06,PID043466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
60139,DUPAGE,GRAVID TRAP,27,Female,PCRWNV,POSITIVE,1,-88.06032,41.90517,Culex,31,2006,DUPAGE_31_2006,400-0609,8/1/06,PID043467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
60139,DUPAGE,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.06032,41.90517,Culex,32,2006,DUPAGE_32_2006,400-0677,8/8/06,PID043468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
60139,DUPAGE,GRAVID TRAP,42,Female,PCRWNV,POSITIVE,1,-88.06032,41.90517,Culex,32,2006,DUPAGE_32_2006,400-0678,8/8/06,PID043469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
60139,DUPAGE,GRAVID TRAP,26,Female,PCRWNV,POSITIVE,1,-88.06032,41.90517,Culex,33,2006,DUPAGE_33_2006,400-0782,8/15/06,PID043471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
60139,DUPAGE,GRAVID TRAP,12,Female,PCRWNV,POSITIVE,1,-88.06032,41.90517,Culex,34,2006,DUPAGE_34_2006,400-0832,8/22/06,PID043472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
60175,KANE,GRAVID TRAP,29,Female,PCRWNV,NEGATIVE,0,-88.314363,41.905704,Culex,26,2006,KANE_26_2006,400-0199,6/29/06,PID055306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60175,KANE,GRAVID TRAP,14,Female,PCRWNV,NEGATIVE,0,-88.314363,41.905704,Culex,27,2006,KANE_27_2006,400-0281,7/6/06,PID055307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60175,KANE,GRAVID TRAP,6,Female,PCRWNV,NEGATIVE,0,-88.314363,41.905704,Culex,28,2006,KANE_28_2006,400-0346,7/11/06,PID055308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60175,KANE,GRAVID TRAP,28,Female,PCRWNV,POSITIVE,1,-88.314363,41.905704,Culex,29,2006,KANE_29_2006,400-0440,7/18/06,PID055309,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60175,KANE,GRAVID TRAP,35,Female,PCRWNV,NEGATIVE,0,-88.314363,41.905704,Culex,30,2006,KANE_30_2006,400-0522,7/25/06,PID055310,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60175,KANE,GRAVID TRAP,34,Female,PCRWNV,POSITIVE,1,-88.314363,41.905704,Culex,30,2006,KANE_30_2006,400-0523,7/27/06,PID055311,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60175,KANE,GRAVID TRAP,41,Female,PCRWNV,POSITIVE,1,-88.314363,41.905704,Culex,31,2006,KANE_31_2006,400-0601,8/1/06,PID055312,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60175,KANE,GRAVID TRAP,40,Female,PCRWNV,POSITIVE,1,-88.314363,41.905704,Culex,34,2006,KANE_34_2006,400-0602,8/21/06,PID055313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60175,KANE,GRAVID TRAP,43,Female,PCRWNV,POSITIVE,1,-88.314363,41.905704,Culex,32,2006,KANE_32_2006,400-0688,8/8/06,PID055314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60175,KANE,GRAVID TRAP,7,Female,PCRWNV,NEGATIVE,0,-88.314363,41.905704,Culex,33,2006,KANE_33_2006,400-0757,8/15/06,PID055315,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60175,KANE,GRAVID TRAP,5,Female,PCRWNV,NEGATIVE,0,-88.314363,41.905704,Culex,34,2006,KANE_34_2006,400-0829,8/22/06,PID055316,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60175,KANE,GRAVID TRAP,8,Female,PCRWNV,POSITIVE,1,-88.314363,41.905704,Culex,35,2006,KANE_35_2006,400-0891,8/31/06,PID055317,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60175,KANE,GRAVID TRAP,6,Female,PCRWNV,NEGATIVE,0,-88.314363,41.905704,Culex,36,2006,KANE_36_2006,400-0951,9/7/06,PID055318,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60175,KANE,GRAVID TRAP,18,Female,PCRWNV,NEGATIVE,0,-88.314363,41.905704,Culex,37,2006,KANE_37_2006,400-1001,9/13/06,PID055319,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60175,KANE,GRAVID TRAP,5,Female,PCRWNV,NEGATIVE,0,-88.314363,41.905704,Culex,38,2006,KANE_38_2006,400-1089,9/22/06,PID055320,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60305,COOK,GRAVID TRAP,51,Female,PCRWNV,NEGATIVE,0,-87.822704,41.905804,Culex,25,2006,COOK_25_2006,dv124,6/18/06,PID069117,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60305,COOK,GRAVID TRAP,52,Female,PCRWNV,NEGATIVE,0,-87.822704,41.905804,Culex,25,2006,COOK_25_2006,dv125,6/18/06,PID069130,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60305,COOK,GRAVID TRAP,51,Female,PCRWNV,NEGATIVE,0,-87.822704,41.905804,Culex,25,2006,COOK_25_2006,dv126,6/18/06,PID069142,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60305,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.822704,41.905804,Culex,25,2006,COOK_25_2006,dv149,6/21/06,PID069276,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60305,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.822704,41.905804,Culex,26,2006,COOK_26_2006,dv175,6/25/06,PID069369,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60305,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.822704,41.905804,Culex,26,2006,COOK_26_2006,dv176,6/25/06,PID069373,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60305,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.822704,41.905804,Culex,26,2006,COOK_26_2006,dv177,6/25/06,PID069375,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60305,COOK,GRAVID TRAP,38,Female,PCRWNV,NEGATIVE,0,-87.822704,41.905804,Culex,26,2006,COOK_26_2006,dv178,6/25/06,PID069379,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60305,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.822704,41.905804,Culex,22,2006,COOK_22_2006,dv18,5/29/06,PID069384,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60305,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.822704,41.905804,Culex,22,2006,COOK_22_2006,dv19,5/29/06,PID069412,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60305,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.822704,41.905804,Culex,26,2006,COOK_26_2006,dv206,6/26/06,PID069456,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60305,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.822704,41.905804,Culex,26,2006,COOK_26_2006,dv207,6/26/06,PID069457,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60305,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.822704,41.905804,Culex,26,2006,COOK_26_2006,dv208,6/26/06,PID069458,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60305,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.822704,41.905804,Culex,26,2006,COOK_26_2006,dv209,6/26/06,PID069460,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60305,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.822704,41.905804,Culex,26,2006,COOK_26_2006,dv210,6/26/06,PID069463,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60305,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.822704,41.905804,Culex,26,2006,COOK_26_2006,dv211,6/26/06,PID069466,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60305,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.822704,41.905804,Culex,26,2006,COOK_26_2006,dv212,6/26/06,PID069467,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60305,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.822704,41.905804,Culex,26,2006,COOK_26_2006,dv231,6/27/06,PID069496,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60305,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.822704,41.905804,Culex,26,2006,COOK_26_2006,dv248,6/28/06,PID069537,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60305,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.822704,41.905804,Culex,26,2006,COOK_26_2006,dv249,6/28/06,PID069543,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60305,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.822704,41.905804,Culex,26,2006,COOK_26_2006,dv250,6/28/06,PID069547,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60305,COOK,GRAVID TRAP,9,Female,PCRWNV,NEGATIVE,0,-87.822704,41.905804,Culex,22,2006,COOK_22_2006,dv26,5/29/06,PID069560,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60305,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.822704,41.905804,Culex,26,2006,COOK_26_2006,dv260,6/29/06,PID069561,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60305,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.822704,41.905804,Culex,27,2006,COOK_27_2006,dv283,7/2/06,PID069582,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60305,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.822704,41.905804,Culex,27,2006,COOK_27_2006,dv284,7/2/06,PID069583,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60305,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.822704,41.905804,Culex,27,2006,COOK_27_2006,dv285,7/2/06,PID069585,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60305,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.822704,41.905804,Culex,27,2006,COOK_27_2006,dv298,7/4/06,PID069591,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60305,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.822704,41.905804,Culex,27,2006,COOK_27_2006,dv299,7/4/06,PID069592,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60305,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.822704,41.905804,Culex,27,2006,COOK_27_2006,dv300,7/4/06,PID069593,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60305,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.822704,41.905804,Culex,27,2006,COOK_27_2006,dv322,7/6/06,PID069618,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60305,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.822704,41.905804,Culex,28,2006,COOK_28_2006,dv346,7/9/06,PID069652,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60305,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.822704,41.905804,Culex,28,2006,COOK_28_2006,dv347,7/9/06,PID069654,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60305,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.822704,41.905804,Culex,28,2006,COOK_28_2006,dv348,7/9/06,PID069656,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60305,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.822704,41.905804,Culex,28,2006,COOK_28_2006,dv349,7/9/06,PID069659,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60305,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.822704,41.905804,Culex,28,2006,COOK_28_2006,dv358,7/10/06,PID069673,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60305,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.822704,41.905804,Culex,28,2006,COOK_28_2006,dv376,7/12/06,PID069699,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60305,COOK,GRAVID TRAP,38,Female,PCRWNV,NEGATIVE,0,-87.822704,41.905804,Culex,23,2006,COOK_23_2006,dv40,6/4/06,PID069713,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
